frame,dense_gflops,reti_gflops,energy_savings_pct,sensing_latency_ms
000012.png,45.2,4.756816961889426,89.47606866838622,23.717166972346604
000013.png,45.2,39.9366344605475,11.644614025337386,22.738332976587117
000014.png,45.2,3.16610692431562,92.99533866301854,23.12441694084555
000015.png,45.2,45.25,-0.11061946902655162,22.262041922658682
000016.png,45.2,45.25,-0.11061946902655162,23.75200006645173
000017.png,45.2,45.25,-0.11061946902655162,21.984542021527886
000018.png,45.2,45.25,-0.11061946902655162,21.253916900604963
000019.png,45.2,45.25,-0.11061946902655162,22.44420803617686
000020.png,45.2,45.25,-0.11061946902655162,22.60200004093349
000021.png,45.2,45.25,-0.11061946902655162,21.834874991327524
000022.png,45.2,45.25,-0.11061946902655162,21.306041977368295
000023.png,45.2,45.25,-0.11061946902655162,20.985207986086607
000024.png,45.2,40.428666666666665,10.556047197640128,22.579208947718143
000025.png,45.2,45.25,-0.11061946902655162,22.02549995854497
000026.png,45.2,45.25,-0.11061946902655162,22.900834097526968
000027.png,45.2,45.25,-0.11061946902655162,22.84195797983557
000028.png,45.2,45.25,-0.11061946902655162,22.509542061015964
000029.png,45.2,45.25,-0.11061946902655162,23.157750023528934
000030.png,45.2,26.87157809983897,40.54960597380759,22.498957929201424
000031.png,45.2,38.480917874396134,14.865225941601478,21.443833014927804
000032.png,45.2,39.39074074074074,12.852343493936424,23.516957997344434
000033.png,45.2,45.25,-0.11061946902655162,23.217333015054464
000034.png,45.2,36.15177133655394,20.018205007624022,22.904125042259693
000035.png,45.2,35.64227053140097,21.14541917831645,23.734666989184916
000036.png,45.2,41.53792270531401,8.101940917446882,23.571625002659857
000037.png,45.2,38.735668276972625,14.30161885625526,22.25670893676579
000038.png,45.2,44.84967793880837,0.7750488079460882,23.148707929067314
000039.png,45.2,45.25,-0.11061946902655162,23.46395794302225
000040.png,45.2,45.25,-0.11061946902655162,23.983333026990294
000041.png,45.2,45.25,-0.11061946902655162,23.28800002578646
000042.png,45.2,45.25,-0.11061946902655162,23.198000038973987
000043.png,45.2,45.25,-0.11061946902655162,22.772916010580957
000044.png,45.2,37.025201288244766,18.08583785786557,23.23604200500995
000045.png,45.2,38.335346215780994,15.187287133227889,23.011708981357515
000046.png,45.2,41.28317230273752,8.6655480027931,23.04587501566857
000047.png,45.2,38.954025764895334,13.818527068815634,22.33654202427715
000048.png,45.2,34.15016103059581,24.446546392487146,23.263916024006903
000049.png,45.2,45.25,-0.11061946902655162,22.73112500552088
000050.png,45.2,45.25,-0.11061946902655162,22.409875062294304
000051.png,45.2,45.25,-0.11061946902655162,23.025625036098063
000052.png,45.2,45.25,-0.11061946902655162,22.811666945926845
000053.png,45.2,45.25,-0.11061946902655162,22.55512506235391
000054.png,45.2,45.25,-0.11061946902655162,21.86387497931719
000055.png,45.2,45.25,-0.11061946902655162,22.211375064216554
000056.png,45.2,45.25,-0.11061946902655162,22.252583992667496
000057.png,45.2,45.25,-0.11061946902655162,22.785292007029057
000058.png,45.2,45.25,-0.11061946902655162,22.36058295238763
000059.png,45.2,45.25,-0.11061946902655162,22.937375004403293
000060.png,45.2,45.25,-0.11061946902655162,23.593457997776568
000061.png,45.2,45.25,-0.11061946902655162,23.37850001640618
000062.png,45.2,45.25,-0.11061946902655162,22.489832947030663
000063.png,45.2,45.25,-0.11061946902655162,23.10245798435062
